ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Jersey Number,Contract Valid Until,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause,DefensiveAwareness
236830,Z. Youssouf,21,https://cdn.sofifa.com/players/236/830/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,71,77,AS Saint-Étienne,https://cdn.sofifa.com/teams/1819/30.png,€3M,€14K,1896,Left,1,3,3,Medium/ Medium,Normal (170-185),No,28,2023,182cm,81kg,62,53,47,76,55,78,66,65,73,77,64,64,70,64,71,72,65,72,70,51,72,68,68,71,55,70,67,61,13,9,10,12,11,CM,73,€6.6M,64
225072,Z. Vyner,24,https://cdn.sofifa.com/players/225/072/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,68,75,Bristol City,https://cdn.sofifa.com/teams/1919/30.png,€2.2M,€11K,1634,Right,1,3,2,Medium/ Medium,Lean (185+),No,26,2023,187cm,73kg,53,29,66,65,30,60,40,22,58,62,71,67,64,66,56,45,77,73,75,37,63,69,51,52,36,59,68,70,9,8,7,10,9,CB,70,€4.6M,66
241103,Z. Vanheusden,21,https://cdn.sofifa.com/players/241/103/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,74,82,Genoa,https://cdn.sofifa.com/teams/110556/30.png,€9M,€43K,1771,Right,1,3,2,Medium/ Medium,Normal (185+),No,3,2022,187cm,78kg,54,42,72,72,29,64,54,34,70,69,59,60,65,72,59,58,70,71,77,37,69,74,47,59,62,74,76,77,11,9,9,9,6,CB,76,nan,75
205214,Z. Tripić,28,https://cdn.sofifa.com/players/205/214/22_60.png,Norway,https://cdn.sofifa.com/flags/no.png,70,70,Viking FK,https://cdn.sofifa.com/teams/300/30.png,€1.6M,€4K,1866,Right,1,4,3,High/ Medium,Normal (170-185),No,77,2025,182cm,74kg,68,65,53,66,70,73,71,65,61,68,80,82,74,63,69,80,42,76,74,72,82,35,66,64,71,68,30,29,10,8,15,16,11,LW,70,€2M,57
234777,Z. Steffen,26,https://cdn.sofifa.com/players/234/777/22_60.png,United States,https://cdn.sofifa.com/flags/us.png,77,82,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€12M,€73K,1321,Right,1,3,1,Medium/ Medium,Stocky (185+),Yes,13,2022,191cm,86kg,14,9,13,52,8,15,13,11,52,31,54,52,58,72,49,56,71,39,69,12,31,19,9,58,37,56,12,12,78,73,74,72,83,GK,77,€23.1M,13
251528,Z. Sanusi,24,https://cdn.sofifa.com/players/251/528/22_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,76,83,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€14.5M,€11K,1782,Left,1,2,2,High/ High,Lean (170-185),No,12,2025,182cm,74kg,69,29,59,66,32,63,47,29,60,65,92,93,74,73,69,49,91,78,68,29,68,73,65,34,42,68,73,71,13,9,7,9,9,LB,76,€31.9M,74
189655,Z. Ondrášek,32,https://cdn.sofifa.com/players/189/655/22_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,70,70,Tromsø IL,https://cdn.sofifa.com/teams/418/30.png,€1.3M,€4K,1703,Right,1,2,2,High/ Medium,Normal (185+),Yes,13,2021,187cm,84kg,49,71,80,63,61,63,57,34,53,66,58,72,63,68,64,70,77,73,82,61,82,33,72,50,69,65,22,18,11,7,10,7,6,ST,70,€1.6M,31
228821,Z. Machach,25,https://cdn.sofifa.com/players/228/821/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,71,Napoli,https://cdn.sofifa.com/teams/48/30.png,€1.4M,€17K,1826,Right,1,3,3,Medium/ Medium,Normal (185+),No,23,2022,185cm,77kg,72,60,59,69,63,70,66,58,69,71,74,70,68,61,69,67,64,73,70,61,75,49,61,70,57,68,51,57,13,8,11,11,9,RM,71,€2.5M,20
198640,Z. Labyad,28,https://cdn.sofifa.com/players/198/640/22_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,75,75,Ajax,https://cdn.sofifa.com/teams/245/30.png,€5.5M,€16K,1885,Right,1,5,4,Medium/ Low,Normal (170-185),No,19,2022,175cm,65kg,77,71,52,73,74,77,85,83,68,82,74,71,75,71,80,83,40,68,55,82,38,31,66,81,68,75,36,28,10,10,14,15,11,CAM,75,€7.7M,36
173474,Z. Junuzović,33,https://cdn.sofifa.com/players/173/474/22_60.png,Austria,https://cdn.sofifa.com/flags/at.png,76,76,FC Red Bull Salzburg,https://cdn.sofifa.com/teams/191/30.png,€4.6M,€27K,2139,Right,2,4,3,High/ High,Normal (170-185),No,16,2022,172cm,72kg,80,68,54,78,83,79,88,82,76,80,75,66,87,71,84,78,74,81,62,76,71,73,71,77,70,79,66,63,15,9,11,15,8,CM,76,€6.9M,68
41236,Z. Ibrahimović,39,https://cdn.sofifa.com/players/041/236/22_60.png,Sweden,https://cdn.sofifa.com/flags/se.png,84,84,AC Milan,https://cdn.sofifa.com/teams/47/30.png,€14.5M,€51K,2040,Right,5,4,5,Medium/ Low,Unique,Yes,11,2022,195cm,95kg,72,86,83,80,88,78,80,75,73,86,64,66,71,83,53,88,79,52,87,88,84,20,89,84,83,90,37,24,13,15,10,9,12,ST,84,€24.7M,28
239373,Z. Flemming,22,https://cdn.sofifa.com/players/239/373/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,72,78,Fortuna Sittard,https://cdn.sofifa.com/teams/634/30.png,€3.8M,€9K,1958,Right,1,4,3,Medium/ Medium,Normal (185+),No,8,2024,185cm,84kg,56,74,68,71,59,69,72,67,68,75,69,74,67,71,69,76,71,81,80,71,80,46,75,70,68,72,59,50,13,7,7,8,9,ST,75,€6.3M,58
222515,Z. Ferhat,28,https://cdn.sofifa.com/players/222/515/22_60.png,Algeria,https://cdn.sofifa.com/flags/dz.png,76,76,Nîmes Olympique,https://cdn.sofifa.com/teams/224/30.png,€7.5M,€9K,1852,Right,2,4,4,Medium/ Low,Normal (170-185),No,10,2022,183cm,70kg,78,63,60,75,55,76,74,68,69,75,82,81,74,70,68,69,71,88,74,60,38,24,73,75,66,74,30,27,13,10,14,15,8,LM,76,€13.5M,29
205705,Z. Feddal,31,https://cdn.sofifa.com/players/205/705/22_60.png,Morocco,https://cdn.sofifa.com/flags/ma.png,80,80,Sporting CP,https://cdn.sofifa.com/teams/237/30.png,€14.5M,€17K,1813,Left,1,2,2,Medium/ Medium,Normal (185+),Yes,3,2022,192cm,84kg,57,40,80,78,49,58,36,38,74,69,53,68,47,74,34,67,75,65,80,56,86,80,52,47,48,69,83,80,13,14,12,10,8,CB,80,€29M,82
208581,Z. Bytyqi,24,https://cdn.sofifa.com/players/208/581/22_60.png,Kosovo,https://cdn.sofifa.com/flags/xk.png,70,73,İttifak Holding Konyaspor,https://cdn.sofifa.com/teams/101033/30.png,€2.2M,€10K,1822,Right,1,3,4,Medium/ Low,Lean (170-185),No,7,2023,176cm,70kg,72,65,49,67,64,70,72,69,60,72,78,79,79,63,77,71,74,68,71,72,64,31,63,64,56,67,23,20,13,14,15,9,10,RM,71,€4.6M,48
231113,Z. Bakaev,25,https://cdn.sofifa.com/players/231/113/22_60.png,Russia,https://cdn.sofifa.com/flags/ru.png,74,77,Spartak Moskva,https://cdn.sofifa.com/teams/100767/30.png,€5.5M,€41K,1778,Left,1,2,3,High/ Medium,Normal (170-185),No,10,2022,180cm,77kg,67,72,46,72,48,79,69,65,67,70,86,85,76,73,75,71,49,66,62,70,31,21,70,78,63,68,33,29,12,11,14,7,8,CAM,76,€9.2M,33
251673,Z. Živković,32,https://cdn.sofifa.com/players/251/673/22_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,71,71,PAOK,https://cdn.sofifa.com/teams/393/30.png,€925K,€700,1021,Right,1,2,1,Medium/ Medium,Normal (185+),No,88,2022,194cm,87kg,10,8,10,17,7,14,13,13,27,19,30,28,55,64,26,50,60,25,72,8,35,7,5,26,15,54,11,10,71,67,67,72,73,GK,71,€2M,6
224490,Z. Çelik,24,https://cdn.sofifa.com/players/224/490/22_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,79,82,LOSC Lille,https://cdn.sofifa.com/teams/65/30.png,€22M,€32K,1995,Right,2,3,3,High/ Medium,Normal (170-185),No,2,2023,180cm,78kg,75,55,65,76,55,71,72,39,68,76,77,80,67,75,67,63,68,87,77,61,75,78,73,69,46,70,77,75,13,14,9,10,7,RB,79,€43.5M,75
237211,Yuri Ribeiro,24,https://cdn.sofifa.com/players/237/211/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,70,75,Legia Warszawa,https://cdn.sofifa.com/teams/1871/30.png,€2.2M,€5K,1878,Left,1,3,3,High/ Medium,Normal (170-185),No,5,2024,180cm,77kg,67,46,63,70,53,68,67,50,65,71,76,76,79,65,78,66,75,65,64,46,65,69,70,68,41,73,66,66,12,12,13,8,12,LWB,70,€3.2M,66
183512,Yuri Berchiche,31,https://cdn.sofifa.com/players/183/512/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,82,82,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€22M,€35K,2178,Left,2,3,3,High/ Medium,Normal (170-185),Yes,17,2022,181cm,80kg,83,61,74,80,63,72,80,55,72,79,81,84,80,80,78,82,86,85,79,76,85,82,62,71,59,78,80,76,12,13,9,8,11,LB,82,€46.2M,80
3467,Yuri,38,https://cdn.sofifa.com/players/003/467/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,71,71,SD Ponferradina,https://cdn.sofifa.com/teams/2023/30.png,€650K,€5K,1775,Right,1,4,3,High/ Medium,Normal (185+),No,10,2023,186cm,78kg,62,75,70,63,75,70,76,62,48,69,64,67,67,70,56,70,71,66,82,70,49,42,74,59,73,71,22,19,9,10,9,9,6,ST,71,€1M,41
200601,Yoon Bit Garam,31,https://cdn.sofifa.com/players/200/601/22_60.png,Korea Republic,https://cdn.sofifa.com/flags/kr.png,73,73,Ulsan Hyundai FC,https://cdn.sofifa.com/teams/1473/30.png,€2.5M,€10K,1966,Right,2,4,3,Medium/ Medium,Lean (170-185),Yes,10,2022,178cm,75kg,62,65,54,76,64,67,68,78,77,70,71,73,76,69,74,72,67,85,67,75,70,63,69,78,63,68,59,49,8,11,11,11,6,CM,73,€3.3M,58
185181,Yoel,32,https://cdn.sofifa.com/players/185/181/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,73,73,SD Eibar,https://cdn.sofifa.com/teams/467/30.png,€1.5M,€8K,1209,Right,2,5,1,Medium/ Medium,Normal (185+),Yes,13,2024,185cm,78kg,24,14,10,31,19,13,25,15,35,14,35,43,40,73,47,52,65,34,70,11,35,19,13,45,25,57,15,11,74,73,69,71,70,GK,73,€2.4M,19
225386,Ygor Nogueira,26,https://cdn.sofifa.com/players/225/386/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,70,72,Mazatlán Futbol Club,https://cdn.sofifa.com/teams/114899/30.png,€1.7M,€7K,1504,Right,1,3,2,Medium/ High,Lean (185+),No,2,2022,186cm,86kg,39,22,71,60,19,38,25,28,49,58,53,54,59,69,51,59,82,73,81,23,76,69,22,32,35,63,72,67,9,10,8,11,12,CB,72,€2.9M,68
259377,Yeremy Pino,18,https://cdn.sofifa.com/players/259/377/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,73,84,Villarreal CF,https://cdn.sofifa.com/teams/483/30.png,€6.5M,€8K,1693,Right,1,4,3,High/ Low,Lean (170-185),No,21,2024,172cm,60kg,69,70,46,72,62,75,67,60,68,73,73,70,73,68,77,63,38,70,32,64,51,29,70,74,47,56,28,28,9,7,14,6,9,CAM,74,€15M,31
227950,Yeray,26,https://cdn.sofifa.com/players/227/950/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,83,Athletic Club de Bilbao,https://cdn.sofifa.com/teams/448/30.png,€28M,€33K,1906,Right,2,3,2,Medium/ Medium,Normal (170-185),Yes,5,2026,182cm,79kg,48,41,74,78,55,56,56,50,70,72,64,71,54,80,74,69,90,69,77,43,83,86,39,48,61,78,82,81,12,9,8,12,11,CB,83,€60.9M,83
224599,Yan Junling,30,https://cdn.sofifa.com/players/224/599/22_60.png,China PR,https://cdn.sofifa.com/flags/cn.png,73,73,Shanghai Port FC,https://cdn.sofifa.com/teams/112540/30.png,€2M,€14K,1243,Right,1,3,1,Medium/ Medium,Normal (185+),No,1,2023,191cm,83kg,16,14,19,30,16,17,20,14,30,24,53,43,33,71,45,52,75,43,72,13,16,25,15,70,21,63,13,13,72,70,69,72,74,GK,73,€3.1M,13
234627,Yan,22,https://cdn.sofifa.com/players/234/627/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,69,78,Moreirense FC,https://cdn.sofifa.com/teams/1900/30.png,€3.1M,€6K,1582,Right,1,2,2,Medium/ Medium,Normal (170-185),No,11,2024,175cm,69kg,69,69,45,64,55,71,62,41,59,70,72,65,61,65,75,58,51,68,57,59,31,16,68,67,69,51,20,14,11,7,5,8,12,RM,70,€7.1M,18
204542,Y. Yotún,31,https://cdn.sofifa.com/players/204/542/22_60.png,Peru,https://cdn.sofifa.com/flags/pe.png,72,72,Cruz Azul,https://cdn.sofifa.com/teams/1878/30.png,€1.9M,€39K,2031,Left,1,1,3,Medium/ High,Normal (170-185),Yes,19,2022,173cm,68kg,77,65,53,75,59,72,70,69,74,69,67,62,84,73,76,75,83,83,70,59,81,69,69,77,70,74,63,66,7,8,16,11,7,CM,72,€3.2M,72
231887,Y. Yazıcı,24,https://cdn.sofifa.com/players/231/887/22_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,78,82,LOSC Lille,https://cdn.sofifa.com/teams/65/30.png,€20.5M,€36K,2004,Left,1,4,4,Medium/ Medium,Normal (185+),No,11,2024,185cm,74kg,77,74,68,81,72,82,82,76,75,82,63,70,73,76,69,81,55,76,72,80,71,40,77,79,69,78,54,45,10,12,5,13,7,CAM,80,€40.5M,38
234824,Y. Wissa,24,https://cdn.sofifa.com/players/234/824/22_60.png,Congo DR,https://cdn.sofifa.com/flags/cd.png,75,78,Brentford,https://cdn.sofifa.com/teams/1925/30.png,€7.5M,€37K,1837,Right,1,3,3,High/ Medium,Lean (170-185),No,11,2025,176cm,74kg,71,75,58,65,68,77,56,46,60,76,85,91,82,70,73,75,76,71,68,72,61,31,75,68,71,73,23,18,14,7,6,8,15,RM,76,€15.6M,25
242088,Y. Wakizaka,26,https://cdn.sofifa.com/players/242/088/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,69,72,Kawasaki Frontale,https://cdn.sofifa.com/teams/111730/30.png,€1.8M,€7K,1760,Right,1,3,2,High/ Medium,Lean (170-185),No,8,2022,172cm,68kg,65,65,37,73,64,69,67,72,72,71,65,59,70,67,75,65,53,71,56,67,41,46,67,72,51,67,56,46,6,7,6,6,12,CAM,71,€2.5M,41
260020,Y. Vertessen,20,https://cdn.sofifa.com/players/260/020/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,70,83,PSV,https://cdn.sofifa.com/teams/247/30.png,€3.8M,€7K,1754,Right,1,3,3,High/ Medium,Normal (170-185),No,32,2025,176cm,68kg,60,65,60,64,58,72,64,60,61,70,90,92,70,66,71,64,63,64,74,60,55,17,67,63,63,62,26,22,10,7,13,14,13,RM,71,€7.7M,36
246419,Y. Verschaeren,19,https://cdn.sofifa.com/players/246/419/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,73,83,RSC Anderlecht,https://cdn.sofifa.com/teams/229/30.png,€6.5M,€10K,1833,Right,1,3,4,High/ High,Normal (170-185),No,51,2024,172cm,63kg,68,67,39,77,62,75,75,68,70,77,74,69,89,66,85,67,71,64,38,72,43,47,63,70,63,71,48,35,15,6,12,10,7,CAM,75,€11.1M,41
236316,Y. Valery,22,https://cdn.sofifa.com/players/236/316/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,71,79,Southampton,https://cdn.sofifa.com/teams/17/30.png,€4M,€24K,1822,Right,1,2,3,High/ High,Lean (170-185),Yes,43,2023,180cm,85kg,66,42,59,64,34,72,55,41,57,66,75,69,66,68,67,69,69,75,71,64,75,72,59,57,41,64,74,69,12,14,7,11,14,RB,71,€8.4M,68
203889,Y. Touzghar,34,https://cdn.sofifa.com/players/203/889/22_60.png,Tunisia,https://cdn.sofifa.com/flags/tn.png,72,72,ESTAC Troyes,https://cdn.sofifa.com/teams/294/30.png,€1.1M,€15K,1773,Right,1,3,3,High/ Low,Lean (170-185),No,7,2022,179cm,75kg,51,76,73,67,71,70,51,55,57,72,69,73,82,64,75,71,84,67,75,67,55,18,73,66,70,72,20,21,14,14,7,15,12,ST,72,€2.2M,18
216393,Y. Tielemans,24,https://cdn.sofifa.com/players/216/393/22_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,84,87,Leicester City,https://cdn.sofifa.com/teams/95/30.png,€57M,€125K,2187,Right,2,5,4,Medium/ Medium,Normal (170-185),Yes,8,2023,176cm,72kg,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,73,69,6,8,10,14,12,CM,86,€112.6M,70
233250,Y. Suzuki,25,https://cdn.sofifa.com/players/233/250/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,72,76,Sint-Truidense VV,https://cdn.sofifa.com/teams/680/30.png,€3.3M,€12K,1843,Right,1,3,3,High/ Medium,Lean (170-185),Yes,9,2023,182cm,75kg,67,74,78,68,70,68,57,45,62,68,71,70,68,70,68,69,77,82,65,64,71,38,77,68,72,74,48,25,14,5,8,8,8,ST,74,€5M,40
242916,Y. Sugawara,21,https://cdn.sofifa.com/players/242/916/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,71,79,AZ Alkmaar,https://cdn.sofifa.com/teams/1906/30.png,€4M,€5K,1836,Right,1,3,3,High/ Medium,Lean (170-185),No,2,2025,179cm,67kg,70,40,58,68,44,68,58,50,63,68,79,77,79,69,75,62,79,86,64,49,64,66,61,59,39,67,67,65,8,12,9,8,12,RWB,72,€6.8M,60
233531,Y. Soteldo,24,https://cdn.sofifa.com/players/233/531/22_60.png,Venezuela,https://cdn.sofifa.com/flags/ve.png,77,83,Toronto FC,https://cdn.sofifa.com/teams/111651/30.png,€16.5M,€9K,1893,Right,2,5,4,High/ Medium,Stocky (170-),No,30,2024,158cm,55kg,75,69,35,75,70,83,80,74,68,78,86,80,92,75,95,74,49,73,56,71,43,34,70,73,71,80,34,20,13,7,9,13,6,CAM,78,€28.1M,42
177683,Y. Sommer,32,https://cdn.sofifa.com/players/177/683/22_60.png,Switzerland,https://cdn.sofifa.com/flags/ch.png,85,85,Borussia Mönchengladbach,https://cdn.sofifa.com/teams/23/30.png,€26.5M,€40K,1356,Right,3,4,1,Medium/ Medium,Normal (170-185),Yes,1,2023,183cm,79kg,13,13,10,40,8,15,12,13,31,25,48,54,55,82,58,63,73,45,68,12,38,21,15,64,24,57,19,12,79,81,84,86,86,GK,85,€45.1M,9
246316,Y. Soma,24,https://cdn.sofifa.com/players/246/316/22_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,70,74,Nagoya Grampus,https://cdn.sofifa.com/teams/112092/30.png,€2.3M,€4K,1874,Right,1,3,3,High/ Low,Stocky (170-),No,11,2022,165cm,66kg,69,66,51,64,54,70,65,66,59,68,91,83,82,63,86,60,86,64,56,58,72,38,64,63,64,57,64,60,8,6,11,7,5,RM,71,€3M,51
234980,Y. Shakhov,30,https://cdn.sofifa.com/players/234/980/22_60.png,Ukraine,https://cdn.sofifa.com/flags/ua.png,70,70,AEK Athens,https://cdn.sofifa.com/teams/278/30.png,€1.5M,€750,1886,Right,1,4,3,Medium/ Medium,Lean (185+),No,28,2022,189cm,80kg,51,71,67,74,57,69,70,52,73,69,68,69,64,67,53,70,57,69,73,66,68,72,69,70,48,70,68,65,7,12,9,14,7,CM,70,€3.3M,68
241389,Y. Sarı,22,https://cdn.sofifa.com/players/241/389/22_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,71,78,Trabzonspor,https://cdn.sofifa.com/teams/436/30.png,€3.8M,€16K,1717,Left,1,4,3,High/ Low,Normal (170-),No,7,2022,168cm,55kg,69,60,39,65,59,76,72,64,58,75,82,79,84,69,92,76,53,55,33,70,32,30,66,60,57,67,27,34,11,9,6,10,11,RW,71,€8.4M,34
184271,Y. Sankharé,31,https://cdn.sofifa.com/players/184/271/22_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,70,70,GZT Giresunspor,https://cdn.sofifa.com/teams/112120/30.png,€1.3M,€9K,1974,Left,2,3,3,Medium/ Medium,Normal (170-185),No,13,2022,184cm,76kg,68,66,77,73,68,71,63,50,71,70,58,67,68,72,55,75,74,66,81,66,85,68,68,68,59,77,74,70,14,10,10,12,8,CB,73,€2.5M,69
235553,Y. Salmier,28,https://cdn.sofifa.com/players/235/553/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,72,73,ESTAC Troyes,https://cdn.sofifa.com/teams/294/30.png,€2.2M,€13K,1477,Right,1,3,2,Medium/ Medium,Normal (185+),No,17,2022,188cm,85kg,22,17,74,65,27,48,28,23,58,61,45,41,44,65,46,62,73,73,88,17,71,70,29,33,33,62,75,66,6,9,14,9,13,CB,73,€4.6M,72
190014,Y. Salibur,30,https://cdn.sofifa.com/players/190/014/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,71,71,Fatih Karagümrük S.K.,https://cdn.sofifa.com/teams/111117/30.png,€1.8M,€10K,1870,Left,2,4,4,High/ Medium,Normal (170-185),No,93,2022,177cm,76kg,67,65,58,67,62,74,72,73,65,71,87,83,81,66,74,73,80,63,69,71,44,48,67,67,65,66,33,35,12,13,11,10,7,RM,71,€3.6M,37
